event_id,time_s,time_ns,node_id,longitude_deg,latitude_deg,spatial_risk,step_failure_probability,random_value,risk_active,recovery_time_s
329,164130,164130000000000,17,-46.778374750226988,-18.340098733807057,0.55223780688166546,0.00082555704171997316,0.000192923480674644,true,164138
330,165152,165152000000000,15,-51.346010690617611,-22.649574469509101,0.80656334526792273,0.0012055267527446955,0.00039337065113268226,true,165160
331,165849,165849000000000,14,-53.624772218434622,-13.702435363309798,0.46185033366451161,0.00069048072909675567,0.00051848103940581357,false,165857
332,166031,166031000000000,13,-56.075262966090115,-35.489400102519696,0.80369797024857803,0.0012012466045019353,0.00050942695372756719,true,166039
333,167610,167610000000000,21,-63.025092190807833,-39.204851929061796,0.63759295221777645,0.00095309621093717014,9.1049126102174223e-05,true,167618
334,168183,168183000000000,21,-62.786901279989763,-5.0109157613689126,0.15770196716149418,0.00023582300927196579,1.7863000676851755e-05,false,168191
335,169113,169113000000000,29,-39.59489851858833,-42.014017598283267,0.26594585949544369,0.00039765564199269459,0.00014343555780001825,false,169121
336,169362,169362000000000,18,-69.689570145824035,-32.603198758958889,0.80375323891984185,0.0012013291621433182,0.00015650923190496869,true,169370
337,169772,169772000000000,29,-39.261025189893587,-2.6898947399610416,0.055684529563551598,8.3275404508460275e-05,1.2128148815281446e-05,false,169780
338,169796,169796000000000,28,-41.615649357007669,-33.910637946601376,0.52577332845129632,0.00078601004295322948,9.7648012524188186e-05,true,169804
339,170127,170127000000000,17,-71.854591515311512,-19.600830142603368,0.63013516861568142,0.00094195330774876141,0.0001688040874691797,true,170135
340,170548,170548000000000,16,-74.172062377037932,-27.126461989128259,0.73154308461684225,0.0010934593408801706,0.00016859197874253886,true,170556
341,170567,170567000000000,27,-43.755703912998051,-20.55092495648714,0.54887365775157515,0.00082052993704015724,0.00020487933480527757,true,170575
342,170676,170676000000000,26,-46.683776767930873,-46.68010317173723,0.22644262120940511,0.00033859841201052722,0.00015277253272400398,false,170684
343,171446,171446000000000,25,-48.443522522324081,-33.392054793956746,0.73561285979886915,0.001099539210048035,0.00076327849150680156,true,171454
344,171853,171853000000000,14,-78.697843122890646,-14.54544718793259,0.31096354873756887,0.00046495270714651293,0.00038740436560011192,false,171861
345,172007,172007000000000,13,-81.221776814596367,-38.001374364639162,0.35263436494776518,0.00052724248480379382,0.00020344765910811563,false,172015
346,173152,173152000000000,22,-55.217608925692012,-29.532615925100014,0.95747936980325665,0.0014309313434602579,0.00094648245649141054,true,173160
347,173297,173297000000000,22,-55.154360434070234,-20.879793171652658,0.80874844117685152,0.001208790723090954,0.00069115127990009885,true,173305
348,173537,173537000000000,32,-57.720541446040045,-39.201190936362131,0.64167932017931029,0.00095920172591992261,0.00062154888391545231,true,173545
349,174578,174578000000000,30,-62.406928034949523,-42.372848800209049,0.48373031816144552,0.00072318016106093837,0.00070187336439026058,false,174586
350,174891,174891000000000,30,-62.003638517492945,-23.703084899650669,0.93210983425928096,0.0013930435647406649,0.0010766678545500417,true,174899
351,175620,175620000000000,28,-67.126975208187531,-45.483757598019046,0.31988922187480234,0.00047829518179585132,3.8626372822161197e-05,false,175628
352,175814,175814000000000,28,-66.691316201886011,-33.917930968542507,0.8263812262607052,0.0012351291709894218,1.468230109985886e-06,true,175822
