event_id,time_s,time_ns,node_id,longitude_deg,latitude_deg,spatial_risk,step_failure_probability,random_value,risk_active,recovery_time_s
590,314622,314622000000000,54,-21.040078947940565,-17.595466509569103,0.1838779123784941,0.00026283695830726282,3.9876906269787928e-06,false,314630
591,314762,314762000000000,32,-81.796245315047884,-15.066512784578064,0.10748684506773158,0.0001536511791539708,0.00013909396457754652,false,314770
592,314808,314808000000000,43,-51.409084476064095,-23.25455447609697,0.86739772036167484,0.0012392615747926893,0.00098422640113138868,true,314816
593,314930,314930000000000,43,-51.339908602707233,-30.534358224377989,0.91630710217121525,0.0013090932404480993,0.0012265004345942501,true,314938
594,315269,315269000000000,42,-53.699783686282345,-18.115614826711042,0.68818655777961402,0.00098334636263139254,0.00074430931238837945,true,315277
595,315346,315346000000000,53,-23.270619968484603,-28.152674130841262,0.31001673819979131,0.0004431011278037718,0.00016992935802445433,false,315354
596,315679,315679000000000,41,-55.956316581749391,-9.9314935152578148,0.31734254382175564,0.00045356938988005198,0.00041043411134050582,false,315687
597,315813,315813000000000,52,-25.587767910189541,-23.372697001570813,0.33210640334481634,0.00047466597889933457,2.5084709100802313e-05,false,315821
598,316774,316774000000000,50,-30.155532693954296,-15.422234996799213,0.26647456204689085,0.00038087896293960958,0.00022854750220148838,false,316782
599,316887,316887000000000,40,-57.418214401328967,-49.353667141995878,0.2041200677082757,0.00029176707959849632,0.00025180728462895267,false,316895
600,317032,317032000000000,39,-60.5147387334776,-25.378576949994436,0.97552391182297438,0.0013936350749284916,0.00056760993741053793,true,317040
601,317103,317103000000000,39,-60.471360593821451,-29.615085860992316,0.9902193834784967,0.0014146141939141467,0.00079456185113379392,true,317111
602,317672,317672000000000,49,-32.236901445400484,-36.360523258446285,0.40180401602230453,0.00057425329344349524,7.3966340949991469e-05,false,317680
603,318589,318589000000000,36,-67.375567605162729,-20.347179145529058,0.67554303280022754,0.00096528881485115976,0.0005639754508870873,true,318597
604,318797,318797000000000,36,-67.259109478293254,-32.758694345448014,0.76982144962891219,0.0010999298806885292,0.00018383144359964421,true,318805
605,319608,319608000000000,45,-41.552695082955459,-21.300909838611954,0.63684582457420458,0.0009100192336138651,0.00026236010123298066,true,319616
606,321331,321331000000000,53,-48.365317597426042,-26.176263905905454,0.87892674640032431,0.0012557228869907436,0.00030411851202525448,true,321339
607,322875,322875000000000,50,-55.23233061867974,-20.369111945069559,0.80097899419476604,0.0011444226609740723,0.00035786234644133788,true,322883
608,324127,324127000000000,59,-29.241443323430708,-35.224944225404478,0.36695831580655591,0.00052446531470459626,0.00018984196695665112,false,324135
609,324258,324258000000000,48,-59.556272311207607,-37.599466567818595,0.72605075654811257,0.0010374222548588366,9.0518970700899587e-05,true,324266
610,324299,324299000000000,48,-59.473284550396357,-40.044077039828771,0.60415731699305686,0.00086332924229793608,9.6947890744814949e-05,true,324307
